iter	MultiClass
449	0.009638248426
450	0.0095822674
451	0.009550262432
452	0.009435665149
453	0.009402897014
454	0.009384588171
455	0.009359363529
456	0.009320594649
457	0.009286423913
458	0.009276016661
459	0.009248133645
460	0.009217194121
461	0.009206756919
462	0.009194357112
463	0.009167826382
464	0.009156977021
465	0.009136074319
466	0.009115347743
467	0.009082337331
468	0.00901439023
469	0.008997986963
470	0.008988517461
471	0.008956665599
472	0.008931738531
473	0.008925525932
474	0.008902703279
475	0.008867216499
476	0.008835930468
477	0.008822017737
478	0.008801122817
479	0.00878728433
480	0.008731685716
481	0.008711381309
482	0.008696013475
483	0.008672436133
484	0.008644319824
485	0.008626006666
486	0.008596866889
487	0.008574669197
488	0.00854086421
489	0.008533795312
490	0.008521265399
491	0.008480668443
492	0.008460085707
493	0.008444607414
494	0.008436375609
495	0.008404804031
496	0.008369816173
497	0.008356344056
498	0.008334064328
499	0.008322254064
500	0.008305622965
501	0.008298728331
502	0.008262025224
503	0.008240037156
504	0.008227479583
505	0.008207801371
506	0.008195237271
507	0.008175111016
508	0.008164994618
509	0.008144732031
510	0.008111645016
511	0.008102377157
512	0.00808793121
513	0.00804314634
514	0.008024052649
515	0.00800615693
516	0.007993768338
517	0.007984041653
518	0.007963944935
519	0.007948319665
520	0.007935797882
521	0.007920483949
522	0.007898530775
523	0.007873969471
524	0.007844322713
525	0.007818738389
526	0.007799303623
527	0.007783299413
528	0.007772471964
529	0.007752841827
530	0.007746064403
531	0.007721790149
532	0.007695192004
533	0.007680203678
534	0.007663946152
535	0.007650041632
536	0.007635176717
537	0.007623178249
538	0.00760246224
539	0.007591718914
540	0.007556490013
541	0.007550675805
542	0.007517046088
543	0.007463347697
544	0.007455606013
545	0.007416184545
546	0.007407785582
547	0.007397862585
548	0.007384307677
549	0.007331620687
550	0.007321979824
551	0.007300679814
552	0.007287776381
553	0.007274884488
554	0.007265517734
555	0.007253171827
556	0.007232164616
557	0.007219857895
558	0.007172886405
559	0.007152755221
560	0.007146345786
561	0.007133290654
562	0.007126865206
563	0.007112163534
564	0.007069152969
565	0.007049275908
566	0.007026130408
567	0.007008368155
568	0.007000319697
569	0.006983401864
570	0.006962056089
571	0.006955504291
572	0.00694412946
573	0.006933596112
574	0.006917964422
575	0.006908758695
576	0.006902022915
577	0.006894250323
578	0.006886499433
579	0.006875888913
580	0.006866928214
581	0.006787109379
582	0.006761521061
583	0.006748002659
584	0.006735207451
585	0.006719146978
586	0.006685944787
587	0.006663074666
588	0.006651127422
589	0.006646181383
590	0.006631906682
591	0.00662866716
592	0.00661761416
593	0.006588792613
594	0.006578287019
595	0.006554116373
596	0.006546563972
597	0.006543097964
598	0.006533527625
599	0.006513528253
600	0.00650204562
601	0.006497785852
602	0.006490682943
603	0.006470729613
604	0.006455562734
605	0.006449801649
606	0.006435195279
607	0.00643144548
608	0.006420083075
609	0.006401388561
610	0.00639789553
611	0.006357429885
612	0.006336181417
613	0.006332049415
614	0.006320145556
615	0.00631694367
616	0.006292078918
617	0.006285851746
618	0.006263717656
619	0.006252026369
620	0.006250211102
621	0.006242184442
622	0.006238388579
623	0.006229501079
624	0.006224151579
625	0.006176255336
626	0.006166587735
627	0.006161470824
628	0.006153274048
629	0.006128011659
630	0.006121075718
631	0.006106595852
632	0.006094838813
633	0.006085105267
634	0.006082757112
635	0.006073646033
636	0.006070650415
637	0.006054038923
638	0.00603037134
639	0.006019873658
640	0.006016145437
641	0.006007206249
642	0.006003521532
643	0.005984158027
644	0.005966748861
645	0.005955193604
646	0.005946282189
647	0.005944142103
648	0.005937532481
649	0.005933999317
650	0.005923563261
651	0.005912766501
652	0.005879136266
653	0.005859038327
654	0.005843954682
655	0.005836881839
656	0.005827189283
657	0.005813567367
658	0.005809798858
659	0.005805847255
660	0.005792926266
661	0.005783231478
662	0.005773498669
663	0.005770068441
664	0.005766605918
665	0.005762051065
666	0.005754080481
667	0.005746397683
668	0.005744780091
669	0.00573069473
670	0.005724029975
671	0.005703770435
672	0.005692928061
673	0.005680558754
674	0.005668715923
675	0.005655562969
676	0.005649671546
677	0.005646937277
678	0.005644244972
679	0.005635323282
680	0.005621028439
681	0.00561361827
682	0.005604920997
683	0.005587641823
684	0.005583502619
685	0.005565209465
686	0.005547061615
687	0.005537146357
688	0.005520917698
689	0.005491062938
690	0.005480088749
691	0.005459247122
692	0.005445450088
693	0.005440685812
694	0.00541668555
695	0.005397980991
696	0.005367279517
697	0.005362431833
698	0.00535485182
699	0.005346347843
700	0.005340184466
701	0.005334755162
702	0.005326055652
703	0.005323313063
704	0.005314423002
705	0.005304362134
706	0.005290594898
707	0.00528196387
708	0.005276788089
709	0.00526572871
710	0.005261269507
711	0.005240265122
712	0.005232546839
713	0.005226060291
714	0.005212172831
715	0.005207114701
716	0.005200894907
717	0.005197771836
718	0.00518363355
719	0.005158084485
720	0.005155739968
721	0.005141377001
722	0.005123404355
723	0.005114281428
724	0.005102865111
725	0.005099158938
726	0.005090106218
727	0.005071900207
728	0.00506927171
729	0.005055403262
730	0.005047108355
731	0.005038408876
732	0.005032095946
733	0.004998310986
734	0.004989319732
735	0.00497511648
736	0.004970142448
737	0.004963168744
738	0.004938816876
739	0.004932333102
740	0.004923421224
741	0.004914392573
742	0.004908340672
743	0.004896052644
744	0.004881683721
745	0.004871362673
746	0.004866967676
747	0.004862909627
748	0.004858344355
749	0.004853206054
750	0.004847681798
751	0.004843237426
752	0.004826237687
753	0.004818750009
754	0.004801214676
755	0.004792512789
756	0.004776846578
757	0.004768899668
758	0.004759141332
759	0.004755319031
760	0.004751785628
761	0.004750232982
762	0.004744163127
763	0.004738098079
764	0.004732171478
765	0.004722194289
766	0.004718398947
767	0.004708102253
768	0.004702832069
769	0.004697735544
770	0.004690458745
771	0.004685164517
772	0.004674737152
773	0.004657122507
774	0.004642774733
775	0.004637505148
776	0.004625133009
777	0.004605174529
778	0.004593979268
779	0.004584933926
780	0.004582003898
781	0.004571134131
782	0.004567335643
783	0.004561053785
784	0.004531679284
785	0.004514088244
786	0.004510707219
787	0.004507854628
788	0.004501477967
789	0.004499767344
790	0.004497265444
791	0.004488925876
792	0.004476050413
793	0.004473950573
794	0.004468263912
795	0.004463523216
796	0.004459550091
797	0.004450698862
798	0.004447014336
799	0.004438542166
800	0.004426773572
801	0.004416858776
802	0.004405342954
803	0.004399411646
804	0.004392935772
805	0.004388600628
806	0.004385508216
807	0.004359180424
808	0.004348533603
809	0.004343326226
810	0.004338109952
811	0.0043286636
812	0.004322143582
813	0.00431659331
814	0.00430871417
815	0.004307576056
816	0.004297556738
817	0.004294402069
818	0.004290729398
819	0.004288146856
820	0.004282733946
821	0.00428147927
822	0.004277308039
823	0.004271489413
824	0.004263739805
825	0.004246543066
826	0.004241290964
827	0.00422908623
828	0.004225593016
829	0.004222647812
830	0.00421502256
831	0.004203758011
832	0.004202048336
833	0.004197946502
834	0.004192873522
835	0.004186660038
836	0.004184538675
837	0.004181173244
838	0.00417562121
839	0.004173700613
840	0.004172956093
841	0.004169635623
842	0.004161781521
843	0.004153936217
844	0.004149049975
845	0.004140811122
846	0.004137390671
847	0.00413408401
848	0.004127581862
849	0.004125843787
850	0.004119063155
851	0.004103685509
852	0.004100412662
853	0.004097560882
854	0.004093656827
855	0.004088587607
856	0.004081589724
857	0.004077112027
858	0.004075539342
859	0.004072881243
860	0.004064126286
861	0.004055889687
862	0.004053283364
863	0.004051039298
864	0.004044783728
865	0.004038838757
866	0.004022841576
867	0.004017740791
868	0.004015928805
869	0.004011945306
870	0.004006181535
871	0.00400402746
872	0.003997550463
873	0.00399196707
874	0.003986303156
875	0.003967035711
876	0.003964619214
877	0.003960986707
878	0.003955254237
879	0.003953737424
880	0.003949733534
881	0.003945024553
882	0.003941353859
883	0.003934729037
884	0.0039319297
885	0.003929848681
886	0.003924243108
887	0.003916059719
888	0.003910352831
889	0.003903746151
890	0.003895027405
891	0.003892425967
892	0.003890368035
893	0.003887688006
894	0.003877971612
895	0.003874803273
896	0.003868362062
897	0.003859190786
898	0.003856319546
899	0.003854647762
900	0.00384865202
901	0.003847218021
902	0.003844095847
903	0.00384094322
904	0.003819749634
905	0.003815237683
906	0.003806650657
907	0.003790584954
908	0.003785831405
909	0.003779542445
910	0.003776077944
911	0.003768898849
912	0.003764386758
913	0.003759326079
914	0.0037548233
915	0.003749013482
916	0.003728318082
917	0.00372342372
918	0.003717628559
919	0.003712293766
920	0.00370688136
921	0.003700737128
922	0.003695183471
923	0.003692133709
924	0.003688228156
925	0.003681442275
926	0.003675718664
927	0.003674528131
928	0.003670558242
929	0.003665819116
930	0.003655402523
931	0.003650918949
932	0.003643438517
933	0.003641887685
934	0.003638282093
935	0.003634355728
936	0.003632872834
937	0.003626405981
938	0.003623148224
939	0.003619318146
940	0.003613075236
941	0.00360471493
942	0.003599747536
943	0.003595365552
944	0.00357699791
945	0.003567006865
946	0.003560823581
947	0.00355510092
948	0.003546953116
949	0.003540516477
950	0.003534067632
951	0.003531263051
952	0.003528094836
953	0.003524251062
954	0.003521184197
955	0.00351431968
956	0.003508722928
957	0.003507533546
958	0.003504610178
959	0.00348997571
960	0.003474148508
