iter	MultiClass
0	1.182197036
1	1.031847042
2	0.9111731178
3	0.8181772286
4	0.7369596431
5	0.6694429028
6	0.6108499787
7	0.5593323666
8	0.514686872
9	0.4755153041
10	0.4407081599
11	0.4092326455
12	0.3814400423
13	0.3575370165
14	0.3352701305
15	0.3161552576
16	0.2980355064
17	0.2798532321
18	0.2644988301
19	0.2494008763
20	0.2365888364
21	0.2246021904
22	0.214125675
23	0.2034408801
24	0.1937971722
25	0.1857614301
26	0.1770243237
27	0.1691932457
28	0.1618365679
29	0.1558861339
30	0.1499981963
31	0.1445108276
32	0.1392036636
33	0.1348411827
34	0.1302042236
35	0.1261190973
36	0.122660655
37	0.1192579476
38	0.116587123
39	0.1124312533
40	0.1100406032
41	0.1066236656
42	0.103417134
43	0.100750572
44	0.09830472281
45	0.09713047316
46	0.09506624289
47	0.09326657782
48	0.09119334254
49	0.08941622694
50	0.08743186639
51	0.0865766907
52	0.08498696926
53	0.08407499533
54	0.0823183006
55	0.08105366645
56	0.07997818147
57	0.07812056961
58	0.07691137387
59	0.07578859693
60	0.0751778194
61	0.07322704337
62	0.07263865786
63	0.07156725842
64	0.07066744345
65	0.06949914617
66	0.06906342507
67	0.06844238899
68	0.06737139669
69	0.06685982614
70	0.06573098014
71	0.06502229088
72	0.06379153272
73	0.06324486993
74	0.06257670389
75	0.06199969364
76	0.06119296427
77	0.06074383204
78	0.0599428964
79	0.05917720926
80	0.05839735724
81	0.05790993828
82	0.05742784066
83	0.05639404749
84	0.05593743169
85	0.05538113095
86	0.05456927142
87	0.05400304755
88	0.05358686326
89	0.05298362274
90	0.05222363495
91	0.05181998046
92	0.05115663743
93	0.0506858205
94	0.05032315599
95	0.04985159228
96	0.04946302814
97	0.04888228365
98	0.04849077908
99	0.04816559401
100	0.04761007952
101	0.0472205521
102	0.046929967
103	0.0462006717
104	0.04595944411
105	0.04558732045
106	0.04522477383
107	0.04482599147
108	0.04457157291
109	0.04438638604
110	0.04413314808
111	0.04343623565
112	0.04314246788
113	0.04290455488
114	0.04233420784
115	0.04212315708
116	0.04179850884
117	0.04142483357
118	0.04102645837
119	0.04077219116
120	0.04072009596
121	0.04055487565
122	0.04035091352
123	0.04010334538
124	0.03974015641
125	0.03953298207
126	0.03927647102
127	0.03910004574
128	0.03856196276
129	0.03814802106
130	0.03795622919
131	0.03775320149
132	0.0375994536
133	0.03740970077
134	0.03706363682
135	0.03668654516
136	0.03634769157
137	0.03607529073
138	0.03599646336
139	0.03563129032
140	0.03545090955
141	0.03521797994
142	0.03469269113
143	0.03442443752
144	0.03424355057
145	0.03406791566
146	0.03383322872
147	0.03367267604
148	0.03334593736
149	0.03301179793
150	0.03263226625
151	0.03236259889
152	0.03213926504
153	0.03192018134
154	0.03178920599
155	0.03151177979
156	0.03135703854
157	0.03117408477
158	0.03098298235
159	0.03081748711
160	0.03069197333
161	0.03044122927
162	0.03022275349
163	0.03014675151
164	0.03006502868
165	0.02997147817
166	0.02970643236
167	0.02952469345
168	0.02934184594
169	0.0291408864
170	0.0290090057
171	0.02894895113
172	0.02863556426
173	0.02851544345
174	0.0284604776
175	0.02822117275
176	0.02811582604
177	0.02788491225
178	0.02776497919
179	0.02761362492
180	0.02745200636
181	0.02726604075
182	0.02710956744
183	0.02699241463
184	0.02685761337
185	0.02671410175
186	0.02660506123
187	0.02649664869
188	0.02630292385
189	0.02614746079
190	0.02603270699
191	0.02592659589
192	0.02574895439
193	0.02555934072
194	0.02550902348
195	0.02546353661
196	0.02524811514
197	0.02512998089
198	0.02499989576
199	0.02484280079
200	0.02478568456
201	0.02468864685
202	0.02446370254
203	0.02433748148
204	0.02426836602
205	0.02397385242
206	0.0238271546
207	0.02371656177
208	0.02361338613
209	0.02353382207
210	0.0234921598
211	0.02338500806
212	0.02325757589
213	0.02319357405
214	0.02308816912
215	0.02304488736
216	0.02280463418
217	0.02269229405
218	0.02257177107
219	0.02240347984
220	0.02234279111
221	0.02228074994
222	0.02202729677
223	0.02195662628
224	0.02190181499
225	0.02181312893
226	0.0217392836
227	0.02160396896
228	0.02149887559
229	0.02144348905
230	0.02137751344
231	0.02120142072
232	0.02113173332
233	0.02111187871
234	0.02105708353
235	0.02100786252
236	0.02089589107
237	0.02080220651
238	0.02072900235
239	0.02057659888
240	0.02052110801
241	0.02035952506
242	0.02024476623
243	0.02010140853
244	0.02004161486
245	0.01979680081
246	0.01966942213
247	0.01962252303
248	0.01952505315
249	0.01945674926
250	0.01938695189
251	0.01927755507
252	0.01917692871
253	0.01913039624
254	0.01911466648
255	0.01902554822
256	0.01900005244
257	0.01892580997
258	0.018712967
259	0.018645419
260	0.01846343455
261	0.01833373752
262	0.0182035063
263	0.01810596921
264	0.01807157475
265	0.0179894147
266	0.01796469715
267	0.01792766169
268	0.01786502836
269	0.017769263
270	0.01770589196
271	0.01763352603
272	0.01750613556
273	0.01743401522
274	0.01737126263
275	0.01724134451
276	0.01718566442
277	0.0171684794
278	0.01711114237
279	0.01705778346
280	0.01698880826
281	0.01690855558
282	0.01687277148
283	0.01680788781
284	0.01672131676
285	0.01664794027
286	0.01658896813
287	0.01652210015
288	0.01650129271
289	0.01643365411
290	0.01636099805
291	0.01627497627
292	0.01620757853
293	0.01615281626
294	0.01609309216
295	0.01601887741
296	0.01596513877
297	0.01590801086
298	0.0158162568
299	0.01575175559
300	0.01570557315
301	0.01562872428
302	0.01555780845
303	0.01550108655
304	0.01544543003
305	0.01539333808
306	0.01531393757
307	0.01527287712
308	0.01518326023
309	0.01514835232
310	0.01510058767
311	0.01507242612
312	0.01500278838
313	0.01497432022
314	0.01493372017
315	0.01489293322
316	0.01484996209
317	0.01482790139
318	0.01477246566
319	0.01470342353
320	0.01464965656
321	0.01457328767
322	0.01452095928
323	0.01447846751
324	0.01441159924
325	0.01434541448
326	0.01427299548
327	0.0142308252
328	0.01416818998
329	0.01407967107
330	0.01406425368
331	0.01400081287
332	0.01396706967
333	0.01390939608
334	0.01387574482
335	0.01384355625
336	0.01381197359
337	0.01377258954
338	0.01374905203
339	0.01369496773
340	0.01363711365
341	0.01356139692
342	0.01354434262
343	0.01351065279
344	0.01346573105
345	0.0134299001
346	0.01339060618
347	0.01335037422
348	0.01332404568
349	0.0132937698
350	0.01323707522
351	0.01320986818
352	0.01315279768
353	0.01309327446
354	0.01304292202
355	0.01302685605
356	0.0129903639
357	0.01292859592
358	0.01285895896
359	0.01278614902
360	0.012773881
361	0.01274756171
362	0.01268488218
363	0.01262954718
364	0.01260041176
365	0.01257150255
366	0.01253960836
367	0.01248551219
368	0.01245160404
369	0.01243286515
370	0.01239709281
371	0.01237058947
372	0.01223850852
373	0.01220703945
374	0.01216996667
375	0.01214231684
376	0.0121170481
377	0.0120965971
378	0.01206379875
379	0.01204834099
380	0.01200400548
381	0.01197906492
382	0.0119316296
383	0.01187796385
384	0.01185292687
385	0.01182605052
386	0.01180267192
387	0.01175317112
388	0.01173098693
389	0.011662097
390	0.01157655943
391	0.01155866682
392	0.01151841678
393	0.01144656093
394	0.01141439691
395	0.01138177972
396	0.01135623612
397	0.01133579607
398	0.0113009014
399	0.0112583422
400	0.01124854259
401	0.01122712395
402	0.01119246574
403	0.0111460786
404	0.01112409049
405	0.01111472824
406	0.01109908744
407	0.0110687833
408	0.0110282606
409	0.01098471272
410	0.01096678284
411	0.0109360742
412	0.01085336635
413	0.01080154494
414	0.01078323251
415	0.01076893633
416	0.01073904363
417	0.01069985833
418	0.01068347467
419	0.01066863888
420	0.01066416506
421	0.01064881934
422	0.01063636928
423	0.01059447659
424	0.01042934463
425	0.01040990295
426	0.01038036974
427	0.01032960432
428	0.01029699628
429	0.01027492342
430	0.01026726181
431	0.01018769385
432	0.01017082705
433	0.01013686886
434	0.01012179347
435	0.01008605508
436	0.010059041
437	0.01002610714
438	0.009981289041
439	0.00992347983
440	0.009871647282
441	0.009835631057
442	0.009827856667
443	0.009815874007
444	0.009786761343
445	0.009745244248
446	0.009726831038
447	0.009693700757
448	0.009671287124
