iter	MultiClass
0	1.997537249
1	1.71446699
2	1.396203527
3	1.256005458
4	1.11336533
5	0.9763358397
6	0.8723329312
7	0.7816541797
8	0.7176127296
9	0.6602973287
10	0.6128387451
11	0.5637695607
12	0.5144612279
13	0.475647596
14	0.4374673628
15	0.4087899344
16	0.3841904367
17	0.3550642892
18	0.3347484482
19	0.3136117888
20	0.2954845922
21	0.2765162862
22	0.2586822019
23	0.2447626283
24	0.2307241392
25	0.2187275277
26	0.2065919591
27	0.1961944501
28	0.1839518154
29	0.1720790952
30	0.1623520293
31	0.1540320949
32	0.1446814858
33	0.1373458538
34	0.1288288832
35	0.1218379642
36	0.1161188376
37	0.1094161165
38	0.1033819276
39	0.09870484549
40	0.09383927839
41	0.08947283049
42	0.08537347189
43	0.08102911804
44	0.0773992098
45	0.07365099932
46	0.06927906799
47	0.06613723159
48	0.06325595953
49	0.06012374168
50	0.05755866546
51	0.05502489848
52	0.05183390678
53	0.04960053127
54	0.04722192208
55	0.04498879833
56	0.04209447959
57	0.04035705412
58	0.03829751107
59	0.03656024293
60	0.03499394177
61	0.03357952244
62	0.03196745613
63	0.03002873254
64	0.02880130342
65	0.0270864799
66	0.02565097616
67	0.02460004486
68	0.02346795468
69	0.02252402861
70	0.02160952879
71	0.02057941908
72	0.01976314445
73	0.018985895
74	0.01798812554
75	0.01729401877
76	0.01629974807
77	0.01566761492
78	0.01497569631
79	0.01432106526
80	0.01376980351
81	0.01317960666
82	0.01260917007
83	0.01203423271
84	0.01145241942
85	0.01102285552
86	0.01060193676
87	0.0102134885
88	0.009832815904
89	0.009430777322
90	0.009033863237
91	0.008711619472
92	0.008202721716
93	0.007813487468
94	0.00753943441
95	0.007124100793
96	0.006860677306
97	0.006486012539
98	0.006259150339
99	0.006034585922
100	0.005716136122
101	0.005457053906
102	0.005264347809
103	0.005057557354
104	0.004858108531
105	0.004690903892
106	0.004496964568
107	0.004345528098
108	0.004180868145
109	0.003969811495
110	0.003841092293
111	0.003651692702
112	0.00349332269
113	0.003380161335
114	0.003250180008
115	0.003147473872
116	0.003041826338
117	0.002926837029
118	0.002831417208
119	0.002732484585
120	0.002619530521
121	0.002540408425
